Tr,Visit,eldung,dist
2,23,1,1
2,23,2,3
3,23,2,1
4,23,4,1
4,23,2,1
4,23,4,1
4,23,4,1
4,23,2,1
9,23,1,1
9,23,1,1
9,23,1,7
10,23,6,1
10,23,2,1
10,23,2,2
10,23,4,4
10,23,4,7
14,23,2,2
14,23,2,4
14,23,2,4
16,23,2,1
16,23,2,1
17,23,1,1
26,23,1,3
26,23,1,5
28,23,1,1
29,23,1,1
29,23,1,1
29,23,1,1
29,23,1,2
29,23,1,2
29,23,1,5
34,23,2,1
34,23,2,1
34,23,4,2
35,23,1,1
